ID_Producao;Data;Ano;Mes;Nome_Mes;AnoMes;Trimestre;Dia;Dia_Semana;Tipo_Dia;Setor;Produto;Categoria_Produto;Preco_Unitario;Meta_Producao;Quantidade_Produzida;Atingiu_Meta;Quantidade_Defeitos;Taxa_Defeitos_%;Defeito_Falha_Silk;Defeito_Mancha_Tinta;Defeito_Deslocamento_Arte;Defeito_Ponto_Solto;Defeito_Desalinhamento_Costura;Tipo_Defeito_Predominante;Classificacao_Qualidade;Quantidade_Retrabalho;Quantidade_Segunda_Qualidade;Perda_Financeira;Quantidade_Vendida;Faturamento;Materia_Prima_Critica;Estoque_Atual;Estoque_Minimo;Alerta_Estoque;Alerta_Meta;Alerta_Qualidade
2744;2025-06-03;2025;6;Junho;2025-06;T2;3;Terça-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;177;151;Não;2;1.32;0;1;0;1;0;Mancha de tinta;Retrabalho;1;1;22.74;0;0.0;Malha de algodão;1469;480;Não;Sim;Não
2745;2025-06-03;2025;6;Junho;2025-06;T2;3;Terça-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;135;135;Sim;4;2.96;0;0;0;3;1;Ponto solto;Retrabalho;2;2;34.59;0;0.0;Aviamentos;808;260;Não;Não;Não
2751;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Corte;Body;Baby;38.9;312;349;Sim;8;2.29;1;0;0;1;6;Desalinhamento de costura;Retrabalho;5;3;48.39;0;0.0;Malha de algodão;1858;480;Não;Não;Não
2753;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;291;313;Sim;2;0.64;0;0;0;0;2;Desalinhamento de costura;Retrabalho;1;1;15.83;0;0.0;Tinta de estamparia;523;140;Não;Não;Não
2752;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;308;281;Não;4;1.42;0;0;0;1;3;Desalinhamento de costura;Retrabalho;3;1;26.86;0;0.0;Malha de algodão;1511;480;Não;Não;Não
2754;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;213;195;Não;2;1.03;0;0;0;0;2;Desalinhamento de costura;Retrabalho;1;1;29.71;0;0.0;Malha de algodão;1622;480;Não;Não;Não
2755;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;151;159;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Aviamentos;675;260;Não;Não;Não
2761;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Costura;Body;Baby;38.9;282;252;Não;9;3.57;0;1;1;2;5;Desalinhamento de costura;Retrabalho;6;3;37.63;0;0.0;Aviamentos;1012;260;Não;Sim;Não
2763;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;265;251;Não;6;2.39;0;0;1;3;2;Ponto solto;Retrabalho;4;2;34.99;0;0.0;Aviamentos;1037;260;Não;Não;Não
2762;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;272;228;Não;7;3.07;0;0;0;3;4;Desalinhamento de costura;Retrabalho;5;2;67.81;0;0.0;Aviamentos;802;260;Não;Sim;Não
2764;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;178;160;Não;2;1.25;0;0;0;1;1;Ponto solto;Retrabalho;1;1;28.16;0;0.0;Aviamentos;971;260;Não;Sim;Não
2765;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;146;140;Não;5;3.57;0;0;0;4;1;Ponto solto;Retrabalho;3;2;27.68;0;0.0;Aviamentos;657;260;Não;Não;Não
2756;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Estamparia;Body;Baby;38.9;299;312;Sim;16;5.13;5;9;1;1;0;Mancha de tinta;Retrabalho;8;8;99.19;0;0.0;Tinta de estamparia;612;140;Não;Não;Sim
2758;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;256;297;Sim;14;4.71;6;7;0;0;1;Mancha de tinta;Retrabalho;7;7;117.21;0;0.0;Tinta de estamparia;303;140;Não;Não;Não
2757;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;296;281;Não;20;7.12;10;4;4;2;0;Falha de silk;Retrabalho;10;10;283.64;0;0.0;Tinta de estamparia;473;140;Não;Não;Sim
2759;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;195;199;Sim;14;7.04;6;4;3;0;1;Falha de silk;Retrabalho;8;6;165.79;0;0.0;Tinta de estamparia;674;140;Não;Não;Sim
2760;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;143;173;Sim;12;6.94;5;1;4;1;1;Falha de silk;Retrabalho;6;6;95.57;0;0.0;Tinta de estamparia;443;140;Não;Não;Sim
2771;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Expedição;Body;Baby;38.9;268;248;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;212;8246.8;Malha de algodão;1469;480;Não;Não;Não
2773;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;257;228;Não;1;0.44;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;212;10578.8;Tinta de estamparia;379;140;Não;Sim;Não
2772;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;245;210;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;192;17260.8;Malha de algodão;1379;480;Não;Sim;Não
2774;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;162;148;Não;1;0.68;0;0;0;1;0;Ponto solto;Retrabalho;1;0;0.0;137;10946.3;Malha de algodão;1472;480;Não;Não;Não
2775;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;124;119;Não;1;0.84;1;0;0;0;0;Falha de silk;Retrabalho;1;0;0.0;101;4534.9;Aviamentos;769;260;Não;Não;Não
2766;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Revisão;Body;Baby;38.9;272;233;Não;6;2.58;2;2;0;2;0;Falha de silk;Retrabalho;4;2;22.55;0;0.0;Malha de algodão;1701;480;Não;Sim;Não
2768;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;233;218;Não;7;3.21;1;0;2;3;1;Ponto solto;Retrabalho;5;2;40.48;0;0.0;Tinta de estamparia;491;140;Não;Não;Não
2767;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;278;275;Não;3;1.09;0;1;0;1;1;Mancha de tinta;Retrabalho;2;1;34.78;0;0.0;Malha de algodão;1491;480;Não;Não;Não
2769;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;184;178;Não;1;0.56;0;0;0;1;0;Ponto solto;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;1773;480;Não;Não;Não
2770;2025-06-04;2025;6;Junho;2025-06;T2;4;Quarta-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;133;129;Não;2;1.55;1;1;0;0;0;Falha de silk;Retrabalho;1;1;16.8;0;0.0;Aviamentos;687;260;Não;Não;Não
2776;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Corte;Body;Baby;38.9;321;344;Sim;5;1.45;1;0;0;0;4;Desalinhamento de costura;Retrabalho;3;2;28.22;0;0.0;Malha de algodão;1093;480;Não;Não;Não
2778;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;285;223;Não;4;1.79;0;0;0;2;2;Ponto solto;Retrabalho;2;2;35.97;0;0.0;Tinta de estamparia;405;140;Não;Sim;Não
2777;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;303;310;Sim;2;0.65;0;0;0;1;1;Ponto solto;Retrabalho;1;1;32.33;0;0.0;Malha de algodão;1987;480;Não;Não;Não
2779;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;210;203;Não;1;0.49;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;1318;480;Não;Não;Não
2780;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;156;145;Não;1;0.69;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Aviamentos;869;260;Não;Não;Não
2786;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Costura;Body;Baby;38.9;291;291;Sim;6;2.06;0;1;1;2;2;Ponto solto;Retrabalho;5;1;13.61;0;0.0;Aviamentos;995;260;Não;Não;Não
2788;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;227;203;Não;5;2.46;0;0;0;3;2;Ponto solto;Retrabalho;4;1;19.68;0;0.0;Aviamentos;866;260;Não;Sim;Não
2787;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;298;319;Sim;10;3.13;0;2;0;6;2;Ponto solto;Retrabalho;7;3;83.65;0;0.0;Aviamentos;624;260;Não;Não;Não
2789;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;187;202;Sim;4;1.98;0;0;0;2;2;Ponto solto;Retrabalho;3;1;27.83;0;0.0;Aviamentos;845;260;Não;Não;Não
2790;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;141;137;Não;3;2.19;0;0;0;0;3;Desalinhamento de costura;Retrabalho;2;1;14.95;0;0.0;Aviamentos;612;260;Não;Não;Não
2781;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Estamparia;Body;Baby;38.9;306;346;Sim;4;1.16;1;2;0;1;0;Mancha de tinta;Retrabalho;2;2;31.93;0;0.0;Tinta de estamparia;672;140;Não;Não;Não
2783;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;270;262;Não;17;6.49;6;3;6;0;2;Falha de silk;Retrabalho;9;8;136.58;0;0.0;Tinta de estamparia;478;140;Não;Não;Sim
2782;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;283;293;Sim;15;5.12;7;2;4;1;1;Falha de silk;Segunda Qualidade;7;8;256.23;0;0.0;Tinta de estamparia;657;140;Não;Não;Sim
2784;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;184;199;Sim;20;10.05;9;7;4;0;0;Falha de silk;Segunda Qualidade;9;11;263.86;0;0.0;Tinta de estamparia;685;140;Não;Não;Sim
2785;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;145;156;Sim;8;5.13;4;2;1;0;1;Falha de silk;Retrabalho;4;4;67.75;0;0.0;Tinta de estamparia;498;140;Não;Não;Sim
2796;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Expedição;Body;Baby;38.9;261;214;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;198;7702.2;Malha de algodão;1648;480;Não;Sim;Não
2798;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;241;233;Não;2;0.86;0;0;1;1;0;Deslocamento da arte;Retrabalho;1;1;14.84;206;10279.4;Tinta de estamparia;481;140;Não;Não;Não
2797;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;265;224;Não;2;0.89;0;0;2;0;0;Deslocamento da arte;Retrabalho;1;1;33.07;192;17260.8;Malha de algodão;1371;480;Não;Sim;Não
2799;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;164;159;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;151;12064.9;Malha de algodão;1650;480;Não;Não;Não
2800;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;125;113;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;103;4624.7;Aviamentos;712;260;Não;Não;Não
2791;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Revisão;Body;Baby;38.9;296;297;Sim;8;2.69;2;1;1;3;1;Ponto solto;Retrabalho;6;2;27.13;0;0.0;Malha de algodão;1600;480;Não;Não;Não
2793;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;237;258;Sim;9;3.49;2;3;0;1;3;Mancha de tinta;Retrabalho;6;3;55.21;0;0.0;Tinta de estamparia;511;140;Não;Não;Não
2792;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;261;282;Sim;6;2.13;0;1;2;1;2;Deslocamento da arte;Retrabalho;3;3;78.88;0;0.0;Malha de algodão;919;480;Não;Não;Não
2794;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;175;175;Sim;5;2.86;1;1;0;2;1;Ponto solto;Retrabalho;3;2;53.93;0;0.0;Malha de algodão;1189;480;Não;Não;Não
2795;2025-06-05;2025;6;Junho;2025-06;T2;5;Quinta-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;131;143;Sim;6;4.2;3;1;0;1;1;Falha de silk;Retrabalho;4;2;35.71;0;0.0;Aviamentos;778;260;Não;Não;Não
2801;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Corte;Body;Baby;38.9;326;292;Não;4;1.37;0;0;0;1;3;Desalinhamento de costura;Retrabalho;2;2;30.93;0;0.0;Malha de algodão;1445;480;Não;Sim;Não
2803;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;286;284;Não;2;0.7;0;1;0;0;1;Mancha de tinta;Retrabalho;1;1;15.74;0;0.0;Tinta de estamparia;545;140;Não;Não;Não
2802;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;286;245;Não;5;2.04;0;0;0;1;4;Desalinhamento de costura;Retrabalho;3;2;65.3;0;0.0;Malha de algodão;1715;480;Não;Sim;Não
2804;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;193;171;Não;1;0.58;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;1294;480;Não;Sim;Não
2805;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;146;128;Não;1;0.78;0;0;0;1;0;Ponto solto;Retrabalho;1;0;0.0;0;0.0;Aviamentos;710;260;Não;Sim;Não
2811;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Costura;Body;Baby;38.9;287;242;Não;6;2.48;0;1;0;3;2;Ponto solto;Retrabalho;4;2;27.95;0;0.0;Aviamentos;880;260;Não;Sim;Não
2813;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;257;209;Não;4;1.91;0;0;1;1;2;Desalinhamento de costura;Retrabalho;3;1;16.92;0;0.0;Aviamentos;761;260;Não;Sim;Não
2812;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;259;253;Não;10;3.95;0;0;1;4;5;Desalinhamento de costura;Retrabalho;7;3;109.52;0;0.0;Aviamentos;814;260;Não;Não;Não
2814;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;172;159;Não;8;5.03;0;0;0;4;4;Ponto solto;Retrabalho;6;2;59.24;0;0.0;Aviamentos;720;260;Não;Não;Sim
2815;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;135;125;Não;3;2.4;0;0;0;1;2;Desalinhamento de costura;Retrabalho;2;1;18.33;0;0.0;Aviamentos;784;260;Não;Não;Não
2806;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Estamparia;Body;Baby;38.9;304;307;Sim;18;5.86;7;2;6;0;3;Falha de silk;Retrabalho;11;7;109.02;0;0.0;Tinta de estamparia;602;140;Não;Não;Sim
2808;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;256;271;Sim;8;2.95;5;3;0;0;0;Falha de silk;Retrabalho;5;3;42.54;0;0.0;Tinta de estamparia;528;140;Não;Não;Não
2807;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;264;266;Sim;9;3.38;4;4;1;0;0;Falha de silk;Retrabalho;5;4;120.52;0;0.0;Tinta de estamparia;429;140;Não;Não;Não
2809;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;181;213;Sim;12;5.63;6;4;0;1;1;Falha de silk;Retrabalho;7;5;155.44;0;0.0;Tinta de estamparia;617;140;Não;Não;Sim
2810;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;147;174;Sim;12;6.9;5;2;2;2;1;Falha de silk;Retrabalho;6;6;98.41;0;0.0;Tinta de estamparia;569;140;Não;Não;Sim
2821;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Expedição;Body;Baby;38.9;266;321;Sim;2;0.62;0;0;0;1;1;Ponto solto;Retrabalho;1;1;11.17;289;11242.1;Malha de algodão;1763;480;Não;Não;Não
2823;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;235;234;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;194;9680.6;Tinta de estamparia;453;140;Não;Não;Não
2822;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;251;264;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;242;21755.8;Malha de algodão;1854;480;Não;Não;Não
2824;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;153;182;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;168;13423.2;Malha de algodão;1592;480;Não;Não;Não
2825;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;119;110;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;98;4400.2;Aviamentos;980;260;Não;Não;Não
2816;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Revisão;Body;Baby;38.9;273;278;Sim;6;2.16;1;2;3;0;0;Deslocamento da arte;Retrabalho;3;3;38.07;0;0.0;Malha de algodão;1654;480;Não;Não;Não
2818;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;245;230;Não;4;1.74;0;1;0;1;2;Desalinhamento de costura;Retrabalho;3;1;16.3;0;0.0;Tinta de estamparia;506;140;Não;Não;Não
2817;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;264;216;Não;1;0.46;0;0;0;1;0;Ponto solto;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;1969;480;Não;Sim;Não
2819;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;160;170;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Malha de algodão;2009;480;Não;Não;Não
2820;2025-06-06;2025;6;Junho;2025-06;T2;6;Sexta-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;124;116;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Aviamentos;637;260;Não;Não;Não
2826;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Corte;Body;Baby;38.9;302;317;Sim;1;0.32;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;1831;480;Não;Não;Não
2828;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;255;271;Sim;1;0.37;0;0;0;1;0;Ponto solto;Retrabalho;1;0;0.0;0;0.0;Tinta de estamparia;453;140;Não;Não;Não
2827;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;293;260;Não;1;0.38;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;1450;480;Não;Sim;Não
2829;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;202;207;Sim;5;2.42;0;0;0;2;3;Desalinhamento de costura;Retrabalho;3;2;48.38;0;0.0;Malha de algodão;1264;480;Não;Não;Não
2830;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;135;130;Não;2;1.54;0;0;0;0;2;Desalinhamento de costura;Retrabalho;1;1;12.83;0;0.0;Aviamentos;835;260;Não;Não;Não
2836;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Costura;Body;Baby;38.9;268;227;Não;10;4.41;0;0;0;5;5;Ponto solto;Retrabalho;7;3;33.58;0;0.0;Aviamentos;806;260;Não;Sim;Não
2838;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;230;237;Sim;15;6.33;0;1;0;7;7;Ponto solto;Retrabalho;10;5;92.92;0;0.0;Aviamentos;851;260;Não;Não;Sim
2837;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;267;284;Sim;6;2.11;1;0;0;2;3;Desalinhamento de costura;Retrabalho;5;1;35.74;0;0.0;Aviamentos;986;260;Não;Não;Não
2839;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;168;170;Sim;8;4.71;1;0;0;3;4;Desalinhamento de costura;Retrabalho;6;2;51.88;0;0.0;Aviamentos;793;260;Não;Não;Não
2840;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;130;112;Não;3;2.68;0;1;0;1;1;Mancha de tinta;Retrabalho;2;1;13.96;0;0.0;Aviamentos;951;260;Não;Sim;Não
2831;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Estamparia;Body;Baby;38.9;278;249;Não;15;6.02;4;11;0;0;0;Mancha de tinta;Retrabalho;8;7;88.66;0;0.0;Tinta de estamparia;465;140;Não;Sim;Sim
2833;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;260;269;Sim;19;7.06;10;8;1;0;0;Falha de silk;Segunda Qualidade;9;10;183.23;0;0.0;Tinta de estamparia;452;140;Não;Não;Sim
2832;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;268;307;Sim;11;3.58;7;3;1;0;0;Falha de silk;Retrabalho;6;5;142.26;0;0.0;Tinta de estamparia;461;140;Não;Não;Não
2834;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;172;183;Sim;8;4.37;7;1;0;0;0;Falha de silk;Retrabalho;5;3;89.95;0;0.0;Tinta de estamparia;599;140;Não;Não;Não
2835;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;127;134;Sim;7;5.22;2;1;4;0;0;Deslocamento da arte;Segunda Qualidade;3;4;66.14;0;0.0;Tinta de estamparia;399;140;Não;Não;Sim
2846;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Expedição;Body;Baby;38.9;250;249;Não;5;2.01;1;1;1;1;1;Falha de silk;Retrabalho;3;2;24.17;238;9258.2;Malha de algodão;1613;480;Não;Não;Não
2848;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;220;208;Não;1;0.48;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;171;8532.9;Tinta de estamparia;391;140;Não;Não;Não
2847;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;235;232;Não;2;0.86;1;0;0;0;1;Falha de silk;Retrabalho;1;1;28.04;191;17170.9;Malha de algodão;1727;480;Não;Não;Não
2849;2025-06-09;2025;6;Junho;2025-06;T2;9;Segunda-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;161;152;Não;1;0.66;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;134;10706.6;Malha de algodão;1269;480;Não;Não;Não
